text,spam
"Subject: ms 2003 software titles available for download  opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 adobe photoshop 9 . 03 windows xp pro 4 adobe acrobat 7 pro 5 flash mx 20046 corel draw 127 norton antivirus 20058 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe illustrator 11 see more by this manufacturer microsoft symantec adobe customers also bought these other items . . . microsoft office professional edition * 2003 * microsoftchoose : view other titles list price : $ 499 . 00 price : $ 69 . 99 you save : $ 429 . 01 ( 86 % ) availability : available for instant download ! coupon code : 3 ff 9 kuc sales rank : # 1 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 15177 reviews . write a review . adobe photoshop cs 2 v 9 . 0 adobechoose : view other titles list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 % ) availability : available for instant download ! coupon code : zxghlajf sales rank : # 2 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 1148 reviews . write a review . microsoft windows xp professional or longhorn edition microsoftchoose : view other titles list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 % ) availability : available for instant download ! coupon code : ho 7 urce sales rank : # 3 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 195546 reviews . write a review . adobe acrobat professional v 7 . 0 adobechoose : view other titles list price : $ 499 . 00 price : $ 69 . 99 you save : $ 429 . 01 ( 85 % ) availability : available for instant download ! coupon code : pl 92 bohsg sales rank : # 4 system requirements | other versions date coupon expires : august 31 st , 2005 average customer review : based on 156489 reviews . write a review .",1
"Subject: failure notice  hi . this is the qmail - send program at gigas . keys . be .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  this address no longer accepts mail .  - - - below this line is a copy of the message .  return - path :  received : ( qmail 10006 invoked from network ) ; 19 jul 2005 10 : 57 : 35 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 220 . 162 . 170 . 32 )  by gigas . keys . be with smtp ; 19 jul 2005 10 : 57 : 35 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 24815823 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : info @ deboel . net  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbeiivable !",1
Subject: claim your free $ 1000 home depot gift card .  claim your home depot gift card - a $ 1000 value . were sure you can find a use for this gift card in your area . ( ) .  by exclusiverewards  udexhoyp,1
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visual identity .  logodentity offers creative custom design of ioqos ,  stationery and web - sites . under our carefui hand these powerful marketing toois  wiil brinq a breath of fresh air into your business  and make you stand out amonq the competitors .  you are just a click  away from your future success . ciick here to see the sampies of our artwork ,  check our prices and hot offers",1
"Subject: branded softs  roxio easy media creator 7 . 0 - $ 19 . 95  http : / / broadcasters . wxget . com /  i sing all kinds .  when a man cannot choose he ceases to be a man .  the more minimal the art , the more maximum the explanation .",1
"Subject: extra time - last 5 - 10 times longer  hello ,  did you ejaculate before or within a few minutes of  penetration ?  premature ejaculation occurs when you ejaculate too quickly  and without control . it occurs before or shortly after  penetration . premature ejaculation interferes with the sexual  pleasure of both you and your partner . it causes feelings of  guilt , embarrassment , frustration , and depression .  extra - time is the only male sexual performance formula that ,  not only stops premature ejaculation , but actually "" cures "" it .  extra - time is the only product that allows "" you "" to control  when you ejaculate .  - non - hormonal herbal therapy .  - acts locally on the sex organs .  - regulates process of ejaculation .  - acts through neuro - endocrine pathway .  - acts on the high centers of emotion in the brain .  look here : http : / / tabboulehs . net / et / ? meds  no thanks : http : / / tabboulehs . net / rr . php",1
"Subject: hello guys ,  i ' m "" bugging you "" for your completed questionnaire and for a one - page  bio / statement on your thoughts on "" business edu and the new economy "" . if  my records are incorrect please re - ship your responses to me . i want to  put everything together next week so that i can ship it back to everyone .  the questionnaire is attached as well as copies of the bio pages for  michael froehls and myself ( two somewhat different approaches ) . the idea  of the latter is just to introduce yourself to the other panelists and give  them some background on how you are approaching the issues we will discuss .  we will also provide copies to the attendees and use this material for our  personal introductions at the opening of the panel discussions .  thanks and i look forward to seeing you in two weeks .  john  - waco _ background _ mf . doc  - jmartinbiosketch . doc  - questionnaire . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",0
"Subject: sacramento weather station  fyi  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 09 / 20 / 2000  09 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  scott tholan @ enron  09 / 19 / 2000 07 : 57 pm  to : mark tawney / hou / ect @ ect , gary taylor / hou / ect @ ect , mike a  roberts / hou / ect @ ect  cc : chris clark / na / enron @ enron  subject : sacramento weather station  hey guys ,  we ' re talking to a contractor ( s ) that can build us a weather station  ( hopefully very quickly ) for placement in sacramento , california . for a  variety of legal , contractor , and operational reasons , i need to confirm some  of the following requirements as soon as possible so we can proceed :  a ) you need rainfall , snowfall , and temperature measurement from one ,  high - accuracy commercially available weather station .  b ) you need a daily feed of this data to enron ' s weather desk : does this  mean one data dump at a set time per day ? alternatively , will you need to  check the data real - time , perhaps at varying and multiple times during the  day ?  c ) we will be installing this station near sacramento , california : we will  need to know exactly what areas in / near sacramento are suitable for the site  of the weather station . ( what again was the name of the town that you  mentioned mark ? ) in the interest of time , i recommend that your weather  expert accompany our landman to select the site , which will allow our landman  to more quickly lease and install the station .  d ) you desire to have some independent security measures to deter or detect  tampering . i suggest given the very short time fuse , that we first install  the station and then develop security measures .  e ) we will feed the data directly to the enron weather desk . will any other  parties require real - time access to this data ?  please forward responses directly to : chris clark / na / enron and myself .  thanks , scott",0
"Subject: from the enron india newsdesk - jan 18 th newsclips  vince ,  fyi .  - - - - - - - - - - - - - - - - - - - - - - forwarded by sandeep kohli / enron _ development on  01 / 19 / 2001 05 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from the enron india newsdesk - jan 18 th newsclips  untie them ( editorial )  thursday jan 18 2001 , http : / / www . economictimes . com / today / 18 edito 2 . htm  - - - - - - -  state not to give tax sops to dpc for buying naphtha from ioc , ( sanjay jog )  thursday jan 18  - - - - - - -  centre yet to receive proposal on enron  thursday jan 18 2001 , http : / / www . economictimes . com / today / 18 infro 2 . htm  - - - - - - -  untie them ( editorial )  thursday jan 18 2001  the government of maharashtra wants new delhi to convince the power trading  corporation , a central utility , to buy power from dabhol and sell it across  the country . it would be far simpler if dabhol and all independent power  producers were allowed to sell power to whoever was willing to pay for  it . that , unfortunately , is not allowed by law , which forces private sector  generators to sell power only to state utilities , which in turn , are not  permitted to sell power across states on their own .  most state electricity boards are bankrupt . mseb reportedly owes central  utilities rs 5 , 000 crore . they cannot bring themselves to charge many types  of users for the power consumed , nor can they prevent large - scale theft of  electricity . few , including wealthy maharashtra , have the will to reform  state electricity boards and privatise transmission and distribution . given  this profile of buyers , private generators demand sovereign guarantees to  help them tide over default risks . but the guarantees merely insulate ipps  against risk . they cannot make sebs solvent . yet , india needs power  desperately . maharashtra , india  , s richest state , experiences power shortages  of around 2 , 000 mw , about a sixth of its peak needs .  over time , the hunger for power will only grow . india cannot afford to wait  for the painful politics of seb reform to work themselves out . the government  should bring in legislation that allows ipps to sell power directly to paying  customers . this will free ipps from the clutches of bankrupt monopsony buyers .  the power trading legislation will have unexpectedly happy consequences for  the government too . once ipps are freed from their onerous obligations to sell  power to single , mostly bankrupt buyers , their default risks will come down  substantially . new delhi and state governments should then scrap the  guarantees that they gave ipps in the past .  the combination of power trading , private investments in generation ,  transmission and distribution , and gradual seb reform will create a  commercial , workable and competitive power market in india . anything less  will be a recipe for disaster .  - - - - - - -  state not to give tax sops to dpc for buying naphtha from ioc , ( sanjay jog )  thursday jan 18 2001  the maharshtra government ' s finance department , which is striving to reduce  fiscal deficit from rs 9 , 484 crore to rs 3 , 484 crore by the beginning of  april this year , has expressed its inability to provide a sales tax waiver to  the dabhol power company ( dpc ) on the procurement of 1 . 2 million tonne of  naphtha from the state - run indian oil corporation ( ioc ) .  mantralaya sources told the financial express on wednesday that dpc would  have to pay 4 per cent sales tax . "" the government , way back in 1995 , has  modified the sales tax rate to 4 per cent to discourage the import of naphtha  from gujarat by electrical companies operating in maharashtra . the decision  was taken with a view to encouraging electrical companies to procure naphtha  at reduced rates within the state , "" government sources added . sources said  that these companies had to pay nearly 15 . 3 per cent sales tax on naphtha  that was procured from gujarat . however , following their representation , the  government slashed the sales tax rate to 4 per cent .  the state finance department ' s opinion , which would be presented before the  state cabinet shortly in order to take a final decision , deserves special  significance especially when the state energy department and the loss - making  maharashtra state electricity board ( mseb ) have wholeheartedly supported the  dpc ' s cause and recommended the sales tax waiver . dpc , which was asked by the  union ministry of oil and petroleum to procure naphtha within the country in  view of excess availability , in its presentation to the state government and  to mseb , had made it clear that it would be left with no alternative but to  pass on the additional burden on the mseb which would be ultimately passed on  to its consumers . dpc had also told the state government that it had not paid  sales tax on the procurement of naphtha from glencore in the calender year  2000 .  sources from the state energy department and mseb have stressed on the need  for such a waiver while expressing their inability to bear additional burden .  they have suggested that the state should reciprocate by offering a sales tax  exemption to dpc because the ioc , at the behest of the centre , has tried to  match the international landing price of naphtha during the recently signed  memorandum of agreement with dpc . "" if the state finance department sticks to  its views , it may hurt the state as a whole , "" sources from the state energy  department and mseb said . dpc will procure naphtha at rs 11 , 050 per ton from  ioc during the calender year 2001 as compared to the rs 10 , 050 per tonne  price quoted by glencore . the naphtha price comprises $ 175 per tonne free on  board ( fob ) , 21 . 8 per cent of customs duty , 5 . 4 per cent of sales tax and  $ 18 . 87 of premium .  dpc senior vice president mukesh tyagi reiterated that the company has  already made an appeal to the state government for the sales tax waiver on  naphtha in the larger interest of the consumers . "" sales tax is a pass through  and mseb , which will have to bear the additional burden , will pass it on the  consumers , "" he added .  - - - - - - -  centre yet to receive proposal on enron  thursday jan 18 2001  centre on wednesday said that it had not recevied any proposal from  maharashtra government seeking help to solve the tangle with the enron  promoted dhabol power project relating to cost and surplus power . asked about  the reports that maharashtra government was sending a proposal that centre  buy surplus power from dhabol power company through power trading  corporation , power minister suresh prabhu said "" we have not received any  proposal . "" "" we are carefully watching the situation and will await a concrete  proposal before intervening in this matter , "" parbhu said on the sidelines of  greentech environment excellence awards ceremony , here . asked whether there  was any possibility of the government asking the power trading corporation to  buy power from the dhabol power corporation , prabhu replied "" what will the  ptc do with the power ? ""  prabhu had earlier asked the state government to study the matter before  approaching the centre for payment of dues . mseb had earlier declined to pick  up its 15 per cent stake in phase ii of the 1444 mw project . the enron issue  has been hanging fire with the maharashtra state electricity board unable to  clear the dues of dpc as a result of the skyrocketing prices of naphtha  infact mseb has asked dpc to backdown completely leading to a situation where  dpc has stopped production at the facility from the begining of the  month . state government has stepped in with support to the tune of rs 114  crore to enable mseb to clear the dues for october . mseb dues to dpc for  november and december amount to over rs 300 crores .",0
"Subject: re : powerisk 2001 - your invitation  angelika ,  thanks for the invitation .  yes , i shall be glad to attend and repeat the same presentation .  vince  angelika staude on 04 / 09 / 2001 04 : 19 : 08 am  to : "" ' vince . j . kaminski @ enron . com ' ""  cc :  subject : powerisk 2001 - your invitation  ?  powerisk 2001  the global premier forumforenergy trading & risk management  ? 6 th - 9 th november 2001 , paris  ?  dear mr kaminski ,  ?  i am responsible for the programme of this year ' s powerisk conference in  paris . helyette geman has informed me that she has contacted you concerning  the workshop and that you are happy to do it with her again this year -  brilliant !  ?  i would like to know if you are also interested in delivering a paper again .  the audience in previous years greatly appreciated your contribution , and i  would me more than happy if you could join us again .  ?  to give you an idea of the programme so far , these are the ( "" technical "" )  topics that are already covered :  ?  chris strickland : forward curve models with jumps for the pricing of exotic  energy contracts  multi - factor forward curve models for the valuation of energy contracts  adding jumps  applying the models to exotic energy options  extensions to multiple energy contracts  les clewlow : valuation and risk management of virtual power stations and  gas supply agreements  structures of gas supply agreements ( gsa )  relationships between physical and virtual power stations ( pps / vps )  valuation methods for gsa ' s and vps ' s  risk analysis of gsa ' s and vps ' s  derek bunn , professor of decision sciences , london business school :  analysing the impact of neta on market efficiency & volatility in the uk  energy market  chris harris , director of market development . operations and engineering ,  innogy : applying cutting - edge portfolio management theory in order to  optimise your risk exposure  establishing and valuing the key factors using a bottom up approach  looking at the interconnection between key factors  the treatment of the risk of infrequent but high impact events  peter nance , principal , teknecon : combining power systems and monte carlo  simulations for effective pricing  dan mansfeld , head of risk control , vattenfall : assessing the benefits  and risks of using derivatives as part of your risk management strategy  spyros maragos : analysing new approaches to building forward curves from  available market data  tamara weinert , credit and contracts manager , mirant energy : successfully  measuring limit  setting ; risk reducing structures  importance of credit in the organizational structure : reporting ; dependence ;  structure of credit department  brett humphreys : examining cutting - edge credit exposure mitigation tools :  combining counterparty and portfolio credit var techniques  helyette geman : pricing of exotic energy derivatives and structured contracts  please let me know if you are interested in joining the powerisk 2001  speaker panel , and which topic you would like to cover . i think that  something along the lines of last year ' s talk ( state - of - the - art volatility  and correlation estimation techniques for multiple energy portfolios ) would  be brilliant again , but please feel free to chose something else that has  not been covered yet .  ?  i look forward to hearing from you ,  ?  kind regards ,  angelika staude  ?  director ? powerisk 2001  ?  tel : 0044 207 915 5675  fax : 0044 207 915 5101  ?  ?  ps : for your information , please find enclosed a list of confirmed speakers  for powerisk 2001 .  - confirmed speakers . doc",0
"Subject: re : resco database and customer capture  steve ,  krishna from my group . krishna can also advise you on resco participation .  vince  steven r meyers @ ees  04 / 11 / 2000 04 : 51 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : resco database and customer capture  vince ,  i was not going to be involved directly in the meeting . who from either your  group or from resco marketing should participate ?  thanks ,  steve  vince j kaminski @ ect  04 / 11 / 2000 08 : 27 am  to : steven r meyers / hou / ees @ ees  cc : pinnamaneni krishnarao / hou / ect @ ect , vince j kaminski / hou / ect @ ect  subject : re : resco database and customer capture  steve ,  it makes sense to meet with abacus . retail marketing is very data intensive .  if you set up a meeting with them ,  please , let me know .  vince  steven r meyers @ ees  04 / 11 / 2000 08 : 17 am  to : timothy edward vail / hou / ees @ ees  cc : vince j kaminski / hou / ect @ ect  subject : resco database and customer capture  tim ,  i hope things are going well in resco . i think somebody from resco ( or  research ) may be interested in the email i received below from brad davids .  brad is now working at abacus who works with residential customer patterns as  well as predictive modelling . he ' s going to be here the 25 and 26 of this  month . i ' m not sure who is responsible for resco marketing , but i think they  would find this interesting . who should i send this to ? please let me know  if anybody in resco may have any interest .  thanks ,  steve  ps : vince , simply an fyi since they do focus on modelling and research .  - - - - - - - - - - - - - - - - - - - - - - forwarded by steven r meyers / hou / ees on 04 / 11 / 2000  08 : 14 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  bradley davids on 04 / 10 / 2000 08 : 35 : 32 pm  to : "" ' steven . r . meyers @ enron . com ' ""  cc :  subject : re : possible meeting ?  steve :  i ' ll see if i can get in on the 25 th . . . will let you know , but i think  it ' ll work .  just to give you a very brief overview so you can think about who might be  interested , abacus has the largest transactional database of consumer buying  behavior in the world ( 89 million us households , 3 billion + purchases ) ,  along with sophisticated modeling capabilities to help predict customer  response to various offers at the household level . given the critical need  to reduce customer acquisition costs in retail energy markets , we believe  that our data and modeling can help energy retailers target their direct  marketing efforts toward the residential customers most likely to respond to  whatever the offer is - - improving the efficiency of mailings and other  promotional campaigns ( so there is an efficiency angle , see ! )  because our data allow the modeling of future buying behavior based on  actual purchases , our results tend to be significantly more predictive than  demographic - based models . so far , the the response from utilities and "" new  entrants "" i ' ve been talking to so far has been quite positive , and we have  some tests of our data underway , but we ' re interested in talking to as many  players in the market as possible as we develop specific products to meet  utility needs .  i can provide more background if desired to whoever might be interested , but  i guess the key immediate question is whether it might be worthwhile to  arrange a short meeting sometime on the 25 th of april with whoever at enron  might have interest in hearing what we ' re up to , and ( most importantly )  listening to what your data needs might be as you enter new markets .  thanks very much for any help . . . i look forward to catching up and  hearing how things are going for you .  regards ,  brad davids  303 - 410 - 5531  - - - - - original message - - - - -  from : steven . r . meyers @ enron . com [ mailto : steven . r . meyers @ enron . com ]  sent : monday , april 10 , 2000 12 : 13 pm  to : brad . davids @ abacus - direct . com  subject : re : possible meeting ?  it ' d be great to meet on the 25 th in the afternoon . i have a flight in the  evening . i ' m interested in hearing about life at abacus . i too have heard  that enron is getting back into the residential market . what type of  database do you have ? i might be able to find somebody for you to talk  with here .  - steve  bradley davids on 04 / 10 / 2000 12 : 04 : 00 pm  to : "" steve meyers ( e - mail ) ""  cc :  subject : possible meeting ?  steve :  sorry we ' ve been unable to hook up . . . i can probably get down there on  the 25 th , if you ' re going to be in town that afternoon ? would love to catch  up - - both on how things are going with ees and tell you about my new life .  also , i ' m hearing rumors that enron is about to get back into the  residential market in a big way - - you know anything about that ? anybody i  should talk to there about my huge database of consumer buying behavior ?  thanks - - looking forward to connecting . . . i ' ll be travelling most of this  week , but you can leave a vm and let me know when i can call you , or try me  on the cell at 303 - 886 - 3458 .  best ,  brad davids  bradley j . davids  associate vice president , utilities  abacus direct , a division of doubleclick , inc .  11101 west 120 th avenue  broomfield , co 80021 usa  e - mail brad . davids @ abacus - direct . com  tel 303 . 410 . 5531  fax 303 . 410 . 5300  www . doubleclick . net  www . abacus - direct . com  ( see attached file : c . dtf )",0
"Subject: ben zhang  any suggestions ?  - g  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 09 / 13 / 2000 09 : 06  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : toni graham @ enron 09 / 12 / 2000 09 : 33 pm  to : grant masson / hou / ect @ ect  cc :  subject : ben zhang  what do you want to do ? my experience tells me that it ' s not about the  money . his wife doesn ' t want to move .  - - - - - - - - - - - - - - - - - - - - - - forwarded by toni graham / corp / enron on 09 / 12 / 2000  09 : 23 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  meastman @ qualitec . com on 09 / 12 / 2000 09 : 46 : 48 am  to :  cc :  subject : ben zhang  toni ,  i spoke with ben this morning and he is asking me what he should do . he  knows how good the opportunity is  and this is something he really wants to do . however , his wife is having a  hard time making the commitment . although he says she is not totally against  it , she is obviously not 100 % sold . ben feels bad about keeping vince ,  grant , and other potential team members at enron waiting . he does not want  to lose the opportunity , yet he needs some help in convincing his wife . i am  open for suggestions . is this somebody you really want and if so what can  we do get him ?  thanks ,  mike  qualitec professional services , lp  accounting - financial - energy risk - tax  search consultants  mike eastman , cpc  president  281 - 647 - 9300 fax 281 - 647 - 0933  email - meastman @ qualitec . com",0
"Subject: manoj gupta - interview schedule  attached you will find the interview packet for the above - referenced person . the interview will happen monday , april 16 , 2001 . please print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me .  sasha divelbiss  58714",0
"Subject: re : hello from vince kaminski at enron  ashley ,  i agree with you . two trips are the best solution , unless of course shmuel  rearranges  the speaker list and the 16 th will work for the presentation as well .  coordinating so many different events is never easy . thanks for your  patience .  vince  enron technology  from : ashley baxter @ enron 08 / 30 / 2000 08 : 24 am  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  vince ,  actually , the general presentation that i have scheduled for the faculty club  ( a dining / meeting room ) on campus is set for 7 : 00 p . m . - 9 : 00 p . m . on monday  the 16 th . i can attempt to change the presentation date again , however i  feel that it would be very unlikely that we are able to get another facility  that is near campus . at this point it may be better to plan on making two  seperate trips so that we are able to handle both events . maybe we could  combine another presentation in during the same visit . what do you think ?  ashley  vince j kaminski @ ect  08 / 30 / 2000 08 : 03 am  to : "" shmuel oren "" @ enron  cc : vince j kaminski / hou / ect @ ect , ashley baxter / corp / enron @ enron , shirley  crenshaw / hou / ect @ ect  subject : re : hello from vince kaminski at enron  shmuel ,  let ' s see if we can either rearrange the seminar speakers  or change the date of our visit to the campus . ashley baxter , our coordinator  is very efficient and  got a faculty room for a presentation on monday morning on the 16 th .  vince  "" shmuel oren "" on 08 / 29 / 2000 05 : 37 : 33 pm  to :  cc :  subject : re : hello from vince kaminski at enron  dear vince . i spoke too soon . apparently the seminar slot on the 16 was  already filled . i will see if i can switch the speaker for that week to the  following week . in any case we are on for dinner on the 16 .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to :  cc : ;  sent : tuesday , august 29 , 2000 5 : 01 pm  subject : re : hello from vince kaminski at enron  >  > shmuel ,  >  > the date of our trip to berkeley has been set . it will be october 16 th and  > 17 th  > ( monday and tuesday ) .  >  > i shall be glad to make a presentation on energy derivatives markets  > ( development of the markets in the us and europe , valuation difficulties ,  > enron ' s role  > in developing the forward markets for natural gas and electricity ) .  >  > please , let me know if this topic would be of interest to you . if this is  > the  > case , i shall follow with a title and an abstract .  >  > by the way , are you free for dinner on monday ?  >  > vince  >  >  >  >  >  >  > "" shmuel oren "" on 08 / 24 / 2000 08 : 59 : 38 am  >  > to : "" vince j kaminski ""  > cc :  > subject : re : hello from vince kaminski at enron  >  >  > great . our seminars are 3 : 30 to 5 pm . if it works for you please send me a  > title and abstract .  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > shmuel s . oren , professor  > dept . of industrial engineering  > and operations research  > 4117 etcheverry hall  > university of california  > berkeley , ca 94720 - 1777  > e - mail : oren @ ieor . berkeley . edu  > phone : ( 510 ) 642 - 1836 or 5484  > fax : ( 510 ) 642 - 1403  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  >  > - - - - - original message - - - - -  > from : "" vince j kaminski ""  > to : "" shmuel oren ""  > cc : "" vince j kaminski "" ; "" ashley baxter ""  >  > sent : thursday , august 24 , 2000 9 : 58 am  > subject : re : hello from vince kaminski at enron  >  >  > >  > >  > > shmuel ,  > >  > > thanks for the message . i am working with our recruiter , ashley baxter ,  > > to finalize the date of the trip . i shall shoot for october the 23 rd  > > if this date works for the rest of our team .  > >  > > vince  > >  > >  > >  > >  > >  > >  > > "" shmuel oren "" on 08 / 23 / 2000 11 : 46 : 19 am  > >  > > to : vince j kaminski / hou / ect @ ect  > > cc :  > > subject : re : hello from vince kaminski at enron  > >  > >  > >  > > dear vince .  > > i sent you a reply earlier this month but i haven ' t heard from you about  > the  > > date of your visit . our department has a seminar every monday . if you  can  > > schedule your visit on a monday i would like to invite you to give a  > seminar  > > which will be attended by many of our graduate students and faculty and  > will  > > give you an opportunity to tell them about your program . with sufficient  > > lead - time i can advertise the seminar in the hass school to their  > financial  > > engineering students .  > > shmuel .  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > shmuel s . oren , professor  > > dept . of industrial engineering  > > and operations research  > > 4117 etcheverry hall  > > university of california  > > berkeley , ca 94720 - 1777  > > e - mail : oren @ ieor . berkeley . edu  > > phone : ( 510 ) 642 - 1836 or 5484  > > fax : ( 510 ) 642 - 1403  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > >  > > - - - - - original message - - - - -  > > from :  > > to : ; ;  > >  > > sent : tuesday , august 08 , 2000 10 : 59 am  > > subject : hello from vince kaminski at enron  > >  > >  > > > shmuel ,  > > >  > > > i hope you remember me . i visited you together with aram sogomonian , a  > > > good friend of mine , a few years ago . i am currently responsible ,  among  > > > other things , for recruiting graduates with finance and / or technical  > > > backgrounds at the university of berkeley . i would be glad to give you  > a  > > > call and talk more about the details of our program . my colleague ,  > > > ashleybaxter , from the analyst / associate program at enron would join  me  > > > as well .  > > >  > > > i am sending you a copy of the brochure about the analyst / associate  > > > program .  > > >  > > > vince kaminski  > > >  > > >  > > > vincent kaminski  > > > managing director - research  > > > enron corp .  > > > 1400 smith street  > > > room ebl 962  > > > houston , tx 77002 - 7361  > > >  > > > phone : ( 713 ) 853 3848  > > > fax : ( 713 ) 646 2503  > > > e - mail : vkamins @ enron . com  > > >  > >  > >  > >  > >  > >  > >  >  >  >  >  >  >",0
"Subject: candlestick charts  fyi fallout  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 05 / 04 / 2001  02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : sue neville / enron @ enronxgate on 05 / 04 / 2001 02 : 02 pm  to : mike a roberts / hou / ect @ ect  cc : lee ferrell / enron @ enronxgate , kent miller / et & s / enron @ enron  subject : candlestick charts  mike ,  i work for enron transportation and storage in their storage marketing  group . my group has been using technical analysis from your website to help  make daily storage trading revenue decisions . on your web site , you  indicated you would be discontinueing some of the information we use . we had  interviewed external technical service profiders , and chose not to buy their  service because we had your information available to us to help us make  financial decisions . specifically , we need the candlestick charts and  analysis on natural gas , and we also need the elliot wave analysis on natural  gas .  can you please reconsider your decision to discontinue the technical analysis  data aforementioned ?  sue neville  director , storage marketing  ets",0
"Subject: faculty information sheet  mr . kaminski ;  i will fax the faculty information sheet to you so that you may check for  accuracy . also , i will fax your formal offer letter to you this afternoon .  please allow by dec . 15 for your paperwork to be processed . after that  date , you should contact bill ciminelli , director of administration , ( 713 )  348 - 5377 . bill can assist you with assigning your mailbox and office  space , membership for faculty club card ( campus cafeteria for faculty and  staff only ! ) , rice i . d . card , and parking decal . also , suzana vazquez ,  bill ' s assistant , ( 713 ) 348 - 3736 , can assist you with any materials that  you want to be copied and / or distributed to your students .  if you need to order any required or suggested book ( s ) for your course ,  please contact the campus bookstore at ( 713 ) 348 - 4052 . the bookstore does  not order examination copies for faculty . you must contact the publisher  if you are wanting an examination or desk copy of a book .  if you have any questions , please feel free to contact me at my office  ( 713 ) 348 - 3733 or email .  jacquelyn j . gambrell  executive assistant to the associate dean for faculty affairs  jones graduate school of management / ms 531  rice university  p . o . box 1892  houston , texas 77251 - 1892  office ph . ( 713 ) 348 - 3733  email : gambrell @ rice . edu ",0
